N,P,K,temperature,humidity,ph,rainfall,soil_type,category,growth_duration_days,water_requirement,sunlight_hours,label
105,59,99,21.66,67.37,5.93,63.01,Alluvial,Vegetable,90,Medium,6.5,Potato
96,68,111,17.91,66.05,5.47,53.18,Sandy,Vegetable,93,Medium,6.3,Potato
97,46,94,17.05,74.75,5.15,67.27,Alluvial,Vegetable,94,Medium,7.1,Potato
95,60,95,14.8,70.99,5.81,49.25,Alluvial,Vegetable,89,Medium,6.7,Potato
93,54,95,14.83,75.51,5.08,70.42,Loamy,Vegetable,94,Medium,7.3,Potato
82,60,86,14.62,72.39,4.89,62.72,Alluvial,Vegetable,99,Medium,6.9,Potato
83,50,104,21.18,67.35,5.28,59.75,Sandy,Vegetable,97,Medium,7.2,Potato
77,51,118,18.15,71.01,5.32,69.9,Sandy,Vegetable,99,Medium,6.7,Potato
107,58,97,18.96,71.86,5.69,52.16,Loamy,Vegetable,96,Medium,6.3,Potato
84,60,92,16.23,59.54,6.3,70.56,Alluvial,Vegetable,94,Medium,6.1,Potato
61,55,105,20.38,72.57,5.66,78.04,Loamy,Vegetable,93,Medium,7.2,Potato
86,54,91,16.37,72.64,5.3,54.67,Alluvial,Vegetable,98,Medium,6.7,Potato
99,63,93,18.65,70.5,5.23,53.95,Loamy,Vegetable,91,Medium,7.7,Potato
85,67,96,20.28,73.61,5.98,68.88,Alluvial,Vegetable,101,Medium,6.7,Potato
107,50,102,19.07,66.25,5.83,50.1,Alluvial,Vegetable,91,Medium,5.3,Potato
105,58,117,20.11,71.79,5.37,54.54,Loamy,Vegetable,97,Medium,6.5,Potato
76,50,92,22.14,78.85,5.68,66.49,Loamy,Vegetable,93,Medium,5.9,Potato
103,71,92,18.33,68.2,5.43,76.86,Loamy,Vegetable,88,Medium,6.8,Potato
97,59,107,18.8,74.87,4.99,61.51,Loamy,Vegetable,94,Medium,4.9,Potato
79,55,107,17.09,66.73,5.93,48.82,Alluvial,Vegetable,85,Medium,6.3,Potato
75,51,104,20.25,73.16,6.04,77.41,Alluvial,Vegetable,84,Medium,6.8,Potato
84,55,104,15.04,63.0,5.85,69.88,Sandy,Vegetable,95,Medium,6.0,Potato
97,64,100,16.15,68.3,5.94,78.27,Alluvial,Vegetable,93,Medium,6.4,Potato
88,61,95,12.71,74.77,6.32,58.88,Loamy,Vegetable,89,Medium,6.4,Potato
88,65,100,16.91,64.73,5.95,71.0,Loamy,Vegetable,100,Medium,5.9,Potato
108,49,105,14.68,66.84,6.22,73.31,Alluvial,Vegetable,92,Medium,6.2,Potato
91,63,110,17.59,63.55,5.66,60.43,Sandy,Vegetable,88,Medium,6.7,Potato
87,61,92,19.47,64.73,5.27,62.57,Sandy,Vegetable,103,Medium,7.0,Potato
100,68,128,18.58,75.68,6.01,74.96,Alluvial,Vegetable,103,Medium,6.2,Potato
85,61,98,19.14,76.25,5.41,61.95,Loamy,Vegetable,95,Medium,6.4,Potato
70,56,105,21.38,65.38,5.14,65.3,Loamy,Vegetable,85,Medium,6.2,Potato
72,68,93,21.81,74.45,5.34,54.28,Alluvial,Vegetable,94,Medium,6.4,Potato
77,41,53,22.66,58.3,6.52,58.15,Clayey,Vegetable,115,Medium,8.0,Onion
75,46,58,21.67,65.02,6.89,57.62,Alluvial,Vegetable,119,Medium,8.0,Onion
77,40,42,23.64,64.49,7.1,61.55,Alluvial,Vegetable,124,Medium,8.4,Onion
81,40,44,21.03,59.91,6.7,41.23,Alluvial,Vegetable,130,Medium,7.8,Onion
76,51,38,20.72,58.06,6.67,58.27,Alluvial,Vegetable,128,Medium,8.4,Onion
82,45,43,16.8,52.35,6.94,60.32,Loamy,Vegetable,118,Medium,7.8,Onion
91,40,54,22.0,59.7,7.27,74.63,Loamy,Vegetable,118,Medium,8.5,Onion
77,45,51,20.28,58.47,6.57,69.01,Alluvial,Vegetable,119,Medium,7.2,Onion
69,29,47,22.09,59.32,7.59,65.75,Clayey,Vegetable,123,Medium,7.0,Onion
72,42,46,20.0,50.96,6.29,68.74,Alluvial,Vegetable,119,Medium,7.7,Onion
74,50,50,23.35,55.77,6.55,63.54,Loamy,Vegetable,131,Medium,8.9,Onion
79,45,57,23.99,48.53,6.38,63.38,Loamy,Vegetable,109,Medium,7.5,Onion
69,43,48,21.28,64.13,6.69,56.15,Clayey,Vegetable,111,Medium,8.6,Onion
69,39,51,20.08,57.37,6.9,56.74,Alluvial,Vegetable,133,Medium,8.0,Onion
79,35,45,19.28,55.23,6.97,70.36,Loamy,Vegetable,122,Medium,7.9,Onion
69,50,60,22.34,64.7,6.94,67.56,Loamy,Vegetable,113,Medium,7.7,Onion
78,51,45,16.92,57.51,7.2,44.16,Alluvial,Vegetable,112,Medium,8.1,Onion
74,47,43,21.19,65.98,6.32,74.77,Alluvial,Vegetable,113,Medium,8.5,Onion
72,39,47,23.36,59.97,7.25,74.36,Clayey,Vegetable,112,Medium,7.2,Onion
64,40,55,23.4,57.27,6.8,74.04,Clayey,Vegetable,131,Medium,8.2,Onion
53,46,54,22.56,63.63,6.94,47.65,Clayey,Vegetable,114,Medium,7.8,Onion
83,41,52,22.76,67.93,6.78,42.45,Alluvial,Vegetable,123,Medium,9.3,Onion
80,41,44,19.62,70.02,6.67,53.37,Alluvial,Vegetable,119,Medium,7.8,Onion
87,39,55,22.31,66.04,7.43,60.85,Clayey,Vegetable,118,Medium,8.0,Onion
74,36,57,22.61,54.18,5.97,36.72,Loamy,Vegetable,124,Medium,7.6,Onion
71,47,47,23.37,60.48,6.77,44.27,Loamy,Vegetable,115,Medium,8.4,Onion
69,51,61,23.64,67.46,7.09,54.66,Alluvial,Vegetable,121,Medium,9.2,Onion
70,39,44,21.46,54.98,7.47,62.16,Loamy,Vegetable,125,Medium,7.8,Onion
65,38,45,22.87,62.6,7.04,45.11,Alluvial,Vegetable,119,Medium,7.4,Onion
78,47,44,24.42,71.69,7.13,58.37,Clayey,Vegetable,118,Medium,7.9,Onion
68,46,44,17.28,61.1,6.81,54.29,Alluvial,Vegetable,112,Medium,8.2,Onion
67,44,58,23.63,53.15,6.29,61.52,Alluvial,Vegetable,111,Medium,6.8,Onion
79,46,52,22.66,59.67,6.54,65.16,Alluvial,Vegetable,129,Medium,7.7,Onion
66,39,45,22.51,49.3,6.98,66.44,Loamy,Vegetable,109,Medium,7.4,Onion
75,44,52,21.65,66.32,6.67,50.17,Alluvial,Vegetable,113,Medium,8.4,Onion
75,48,53,16.95,54.3,6.39,51.84,Loamy,Vegetable,117,Medium,8.6,Onion
84,43,48,20.24,60.45,6.88,68.06,Clayey,Vegetable,124,Medium,6.6,Onion
73,51,47,24.85,58.47,6.87,48.63,Clayey,Vegetable,113,Medium,8.4,Onion
82,45,43,22.11,66.29,7.5,56.83,Loamy,Vegetable,110,Medium,8.5,Onion
72,49,51,19.79,60.29,7.32,58.51,Alluvial,Vegetable,113,Medium,7.0,Onion
68,42,54,19.2,67.77,6.27,83.31,Clayey,Vegetable,130,Medium,8.1,Onion
61,44,48,18.81,61.46,6.47,52.85,Alluvial,Vegetable,118,Medium,7.7,Onion
91,42,52,22.36,61.76,6.97,68.81,Loamy,Vegetable,121,Medium,8.1,Onion
75,44,45,21.85,61.21,6.96,61.8,Alluvial,Vegetable,118,Medium,8.0,Onion
70,46,48,22.45,65.0,6.52,65.97,Clayey,Vegetable,120,Medium,9.2,Onion
73,48,50,18.53,57.4,7.15,55.67,Alluvial,Vegetable,106,Medium,8.0,Onion
66,45,57,23.92,67.68,6.58,58.57,Clayey,Vegetable,113,Medium,7.6,Onion
67,38,56,16.77,66.85,7.3,65.0,Alluvial,Vegetable,113,Medium,7.1,Onion
70,48,50,19.39,65.74,7.47,57.73,Clayey,Vegetable,120,Medium,7.1,Onion
71,47,51,20.73,58.63,6.62,57.22,Clayey,Vegetable,122,Medium,6.8,Onion
74,46,47,20.8,57.75,6.61,60.06,Clayey,Vegetable,120,Medium,6.7,Onion
80,43,59,19.02,55.66,6.72,64.13,Loamy,Vegetable,108,Medium,7.5,Onion
79,40,56,20.87,55.5,7.04,76.08,Loamy,Vegetable,122,Medium,8.8,Onion
88,40,54,18.19,62.12,6.77,72.43,Loamy,Vegetable,127,Medium,8.3,Onion
77,47,50,21.85,67.21,7.43,58.58,Alluvial,Vegetable,121,Medium,8.0,Onion
62,43,57,20.13,70.57,7.27,64.01,Alluvial,Vegetable,123,Medium,7.4,Onion
72,52,46,24.65,53.11,6.32,79.01,Alluvial,Vegetable,119,Medium,7.7,Onion
85,51,54,20.58,58.57,6.92,66.94,Clayey,Vegetable,116,Medium,8.1,Onion
77,51,53,18.23,58.93,6.43,65.68,Alluvial,Vegetable,125,Medium,8.1,Onion
72,45,51,20.4,53.91,5.98,72.67,Loamy,Vegetable,122,Medium,8.2,Onion
85,38,41,22.96,61.47,6.11,63.6,Loamy,Vegetable,117,Medium,7.5,Onion
72,32,47,20.24,62.79,6.74,66.39,Clayey,Vegetable,104,Medium,7.5,Onion
79,43,54,17.49,63.66,6.54,52.64,Clayey,Vegetable,125,Medium,8.7,Onion
83,55,56,20.01,60.71,6.66,80.29,Alluvial,Vegetable,126,Medium,7.9,Onion
82,38,51,19.66,51.56,7.11,69.09,Clayey,Vegetable,122,Medium,7.9,Onion
64,39,45,21.42,65.38,7.22,43.51,Loamy,Vegetable,115,Medium,7.6,Onion
54,47,48,21.72,66.73,6.84,55.69,Loamy,Vegetable,123,Medium,8.6,Onion
77,48,49,21.8,60.57,6.5,54.32,Loamy,Vegetable,128,Medium,9.2,Onion
87,38,42,19.02,60.67,5.68,54.11,Loamy,Vegetable,128,Medium,8.6,Onion
70,42,52,24.34,57.33,6.71,54.34,Clayey,Vegetable,112,Medium,7.9,Onion
62,33,42,19.97,60.78,6.47,39.13,Alluvial,Vegetable,138,Low,6.6,Garlic
58,33,38,22.15,55.98,6.37,60.22,Alluvial,Vegetable,136,Low,5.7,Garlic
69,50,29,16.53,46.61,6.68,62.92,Alluvial,Vegetable,135,Low,7.8,Garlic
70,48,44,18.19,58.27,6.44,53.15,Loamy,Vegetable,135,Low,6.9,Garlic
74,38,36,17.26,60.62,6.28,53.39,Loamy,Vegetable,143,Low,7.2,Garlic
64,39,35,17.29,57.22,6.78,62.59,Alluvial,Vegetable,135,Low,7.8,Garlic
76,43,44,17.02,53.4,6.86,44.27,Alluvial,Vegetable,133,Low,7.5,Garlic
74,38,37,19.64,53.71,6.65,54.94,Loamy,Vegetable,134,Low,7.1,Garlic
59,36,37,15.76,59.37,6.97,61.37,Alluvial,Vegetable,133,Low,6.5,Garlic
70,43,40,22.49,57.89,6.62,51.8,Alluvial,Vegetable,124,Low,7.4,Garlic
64,42,47,18.22,48.65,6.84,56.33,Alluvial,Vegetable,130,Low,7.2,Garlic
70,35,38,21.95,55.11,6.72,34.0,Alluvial,Vegetable,124,Low,7.1,Garlic
73,33,40,18.25,61.81,6.33,58.44,Alluvial,Vegetable,130,Low,7.1,Garlic
65,38,41,19.09,57.47,6.59,55.62,Alluvial,Vegetable,136,Low,6.4,Garlic
62,34,39,17.82,61.08,6.9,47.62,Loamy,Vegetable,134,Low,7.4,Garlic
63,36,35,20.71,61.61,6.64,61.13,Alluvial,Vegetable,114,Low,7.8,Garlic
63,40,38,21.79,53.76,7.14,58.17,Alluvial,Vegetable,139,Low,6.8,Garlic
55,44,41,21.72,57.22,6.57,66.1,Loamy,Vegetable,147,Low,7.0,Garlic
59,44,38,20.2,56.96,7.17,49.4,Alluvial,Vegetable,138,Low,6.7,Garlic
63,37,42,20.84,60.23,6.67,56.12,Alluvial,Vegetable,141,Low,7.6,Garlic
46,38,39,20.34,57.73,6.92,46.37,Loamy,Vegetable,136,Low,7.5,Garlic
54,52,44,19.0,54.69,6.65,55.67,Alluvial,Vegetable,137,Low,7.9,Garlic
61,42,34,18.17,59.51,6.91,48.97,Alluvial,Vegetable,132,Low,7.9,Garlic
73,41,31,24.02,57.92,6.61,50.82,Loamy,Vegetable,137,Low,7.2,Garlic
71,35,38,23.06,58.9,6.65,47.47,Loamy,Vegetable,138,Low,7.6,Garlic
71,38,41,22.34,62.28,6.46,34.63,Alluvial,Vegetable,137,Low,7.5,Garlic
57,39,38,19.21,55.82,7.09,56.18,Loamy,Vegetable,129,Low,7.6,Garlic
56,46,43,21.78,57.37,6.55,55.67,Alluvial,Vegetable,134,Low,6.6,Garlic
61,38,35,20.36,57.79,6.61,46.12,Loamy,Vegetable,127,Low,8.2,Garlic
60,43,40,13.45,65.17,6.91,48.86,Loamy,Vegetable,134,Low,6.3,Garlic
77,35,37,17.54,58.32,7.11,69.31,Loamy,Vegetable,132,Low,7.2,Garlic
65,35,49,21.73,58.76,7.17,64.7,Loamy,Vegetable,135,Low,7.2,Garlic
75,35,46,18.55,64.1,6.7,57.7,Loamy,Vegetable,134,Low,6.7,Garlic
63,46,30,16.52,55.1,6.38,67.08,Loamy,Vegetable,143,Low,7.4,Garlic
60,46,33,23.28,55.26,6.62,51.57,Alluvial,Vegetable,127,Low,8.2,Garlic
70,46,35,19.36,60.08,6.78,45.72,Alluvial,Vegetable,142,Low,7.1,Garlic
58,30,42,23.9,53.94,6.75,63.88,Alluvial,Vegetable,126,Low,6.7,Garlic
58,44,45,19.32,54.63,6.57,49.96,Loamy,Vegetable,128,Low,6.9,Garlic
69,42,39,19.11,57.67,6.31,56.28,Alluvial,Vegetable,131,Low,6.2,Garlic
67,36,40,20.7,54.2,6.73,40.52,Loamy,Vegetable,145,Low,6.2,Garlic
61,46,39,16.61,60.85,6.91,49.93,Alluvial,Vegetable,131,Low,6.7,Garlic
63,30,39,22.57,54.42,6.52,45.53,Alluvial,Vegetable,139,Low,7.7,Garlic
73,33,41,21.87,60.04,6.84,51.23,Loamy,Vegetable,136,Low,7.7,Garlic
67,33,38,21.42,59.3,6.74,50.57,Loamy,Vegetable,143,Low,8.0,Garlic
73,47,38,18.0,57.37,6.71,66.45,Loamy,Vegetable,142,Low,7.3,Garlic
54,31,40,20.76,57.68,7.27,46.34,Alluvial,Vegetable,126,Low,6.6,Garlic
60,42,38,15.9,61.57,6.17,46.43,Alluvial,Vegetable,124,Low,7.1,Garlic
66,49,43,21.88,59.15,6.41,56.02,Alluvial,Vegetable,138,Low,7.4,Garlic
61,42,36,16.91,53.54,6.71,45.58,Alluvial,Vegetable,132,Low,7.5,Garlic
57,37,40,19.49,56.0,6.94,59.72,Loamy,Vegetable,142,Low,7.0,Garlic
61,36,41,18.25,55.72,6.57,49.53,Alluvial,Vegetable,136,Low,6.2,Garlic
67,43,37,22.84,58.07,6.23,52.75,Alluvial,Vegetable,135,Low,7.3,Garlic
63,34,35,17.69,55.77,6.36,49.14,Alluvial,Vegetable,139,Low,8.0,Garlic
70,46,43,20.67,56.65,6.74,51.64,Alluvial,Vegetable,133,Low,7.0,Garlic
69,42,39,19.11,59.73,6.9,42.85,Alluvial,Vegetable,127,Low,7.7,Garlic
64,37,38,18.47,60.23,6.37,55.2,Loamy,Vegetable,136,Low,7.2,Garlic
66,42,37,17.12,67.83,6.61,53.52,Loamy,Vegetable,139,Low,8.0,Garlic
61,35,35,22.19,53.85,6.69,47.18,Alluvial,Vegetable,125,Low,6.8,Garlic
58,36,48,19.85,61.73,6.95,54.19,Alluvial,Vegetable,132,Low,7.1,Garlic
66,37,40,17.59,57.31,6.6,44.85,Loamy,Vegetable,119,Low,6.4,Garlic
77,38,43,14.75,53.97,6.29,53.38,Alluvial,Vegetable,151,Low,7.3,Garlic
76,38,45,23.15,57.56,6.54,44.46,Alluvial,Vegetable,132,Low,7.0,Garlic
79,33,40,15.37,56.29,6.79,59.1,Loamy,Vegetable,138,Low,7.2,Garlic
69,40,35,15.3,55.81,6.66,65.03,Alluvial,Vegetable,134,Low,6.9,Garlic
67,38,43,22.96,66.76,6.73,57.7,Alluvial,Vegetable,145,Low,6.9,Garlic
69,34,38,21.31,55.13,6.66,42.41,Alluvial,Vegetable,148,Low,7.8,Garlic
66,42,41,21.77,55.92,6.92,63.62,Alluvial,Vegetable,143,Low,5.6,Garlic
60,34,40,14.97,49.82,7.35,59.94,Alluvial,Vegetable,135,Low,7.2,Garlic
66,44,37,19.37,58.91,6.39,65.22,Alluvial,Vegetable,131,Low,7.6,Garlic
65,48,35,16.83,54.38,6.74,67.33,Loamy,Vegetable,145,Low,5.6,Garlic
76,33,74,28.46,79.84,6.03,161.47,Red,Vegetable,230,High,5.8,Ginger
73,54,69,24.11,73.86,5.25,186.25,Red,Vegetable,234,High,5.7,Ginger
89,47,66,25.71,80.12,6.76,191.32,Red,Vegetable,247,High,6.4,Ginger
73,51,68,23.16,84.82,6.21,160.36,Laterite,Vegetable,239,High,4.6,Ginger
67,51,66,25.52,79.58,5.73,140.64,Laterite,Vegetable,220,High,5.4,Ginger
79,41,69,26.62,76.04,6.57,152.29,Laterite,Vegetable,238,High,5.4,Ginger
60,55,64,25.48,82.39,6.58,138.4,Loamy,Vegetable,234,High,6.3,Ginger
78,53,63,25.17,79.33,5.66,126.51,Laterite,Vegetable,233,High,6.3,Ginger
75,56,71,24.32,85.11,6.08,179.24,Loamy,Vegetable,227,High,6.1,Ginger
83,51,65,25.9,82.45,6.09,172.02,Laterite,Vegetable,252,High,5.1,Ginger
65,49,68,27.73,75.7,6.41,187.07,Red,Vegetable,240,High,5.5,Ginger
68,47,67,29.17,79.71,5.47,165.11,Loamy,Vegetable,249,High,5.5,Ginger
86,53,63,24.79,80.9,5.33,166.73,Laterite,Vegetable,218,High,6.1,Ginger
82,52,65,26.37,77.95,5.59,153.23,Laterite,Vegetable,248,High,5.5,Ginger
86,53,73,22.46,78.86,5.57,156.34,Red,Vegetable,231,High,5.3,Ginger
83,52,76,22.48,80.23,6.39,190.13,Laterite,Vegetable,221,High,5.3,Ginger
83,49,64,22.59,76.21,5.32,161.17,Red,Vegetable,250,High,4.7,Ginger
77,54,69,22.46,81.54,5.98,156.87,Laterite,Vegetable,233,High,5.6,Ginger
79,61,70,29.32,81.43,5.96,162.97,Loamy,Vegetable,225,High,5.7,Ginger
59,45,70,28.63,85.72,5.91,163.11,Loamy,Vegetable,251,High,4.7,Ginger
78,45,68,24.99,81.74,6.22,177.82,Red,Vegetable,244,High,5.6,Ginger
89,42,80,25.36,82.28,5.87,145.95,Laterite,Vegetable,245,High,6.1,Ginger
78,47,91,28.64,83.73,5.86,147.5,Red,Vegetable,236,High,6.1,Ginger
67,44,73,26.7,76.92,5.56,188.76,Red,Vegetable,244,High,4.7,Ginger
64,48,74,27.31,84.53,5.4,164.48,Laterite,Vegetable,257,High,6.3,Ginger
77,61,73,28.29,80.18,5.69,142.5,Loamy,Vegetable,242,High,5.4,Ginger
60,44,68,27.6,79.94,5.97,140.26,Loamy,Vegetable,240,High,6.3,Ginger
76,42,62,27.3,79.1,5.97,147.75,Red,Vegetable,246,High,5.3,Ginger
73,45,75,25.51,82.43,5.52,194.68,Red,Vegetable,255,High,4.4,Ginger
68,52,62,25.71,81.71,5.93,170.78,Red,Vegetable,231,High,4.2,Ginger
82,54,85,21.14,83.0,5.21,195.13,Loamy,Vegetable,245,High,4.9,Ginger
81,47,71,26.45,86.98,6.73,148.05,Loamy,Vegetable,252,High,5.7,Ginger
63,46,84,26.79,84.0,5.92,149.2,Loamy,Vegetable,240,High,5.3,Ginger
63,44,74,25.16,80.1,6.09,166.26,Red,Vegetable,253,High,4.8,Ginger
79,53,75,22.89,81.02,6.69,158.02,Red,Vegetable,245,High,6.0,Ginger
66,59,72,27.14,73.35,6.32,170.13,Loamy,Vegetable,259,High,5.3,Ginger
67,46,66,23.54,85.16,6.53,156.08,Red,Vegetable,235,High,4.4,Ginger
80,58,66,25.74,81.74,6.69,164.0,Loamy,Vegetable,242,High,5.6,Ginger
63,42,65,28.23,78.66,5.79,149.06,Loamy,Vegetable,238,High,6.5,Ginger
73,46,70,29.86,77.99,5.53,149.98,Loamy,Vegetable,241,High,5.9,Ginger
83,44,64,25.29,82.74,5.5,147.85,Laterite,Vegetable,232,High,6.1,Ginger
79,54,78,25.33,75.25,5.53,123.24,Laterite,Vegetable,234,High,5.3,Ginger
81,50,67,25.74,75.84,6.41,144.28,Red,Vegetable,226,High,6.0,Ginger
79,41,75,24.37,78.5,6.07,171.73,Laterite,Vegetable,245,High,5.5,Ginger
71,52,69,29.97,82.35,5.63,150.45,Loamy,Vegetable,240,High,6.3,Ginger
86,48,64,23.66,81.01,6.92,170.78,Red,Vegetable,220,High,5.1,Ginger
70,45,67,26.81,82.73,6.44,170.48,Loamy,Vegetable,216,High,4.9,Ginger
73,50,75,26.1,80.2,6.1,154.9,Loamy,Vegetable,241,High,6.2,Ginger
74,49,69,28.86,75.57,6.71,136.47,Red,Vegetable,232,High,5.9,Ginger
83,42,63,26.61,89.38,6.5,155.04,Loamy,Vegetable,210,High,5.5,Ginger
77,48,64,26.35,76.23,6.75,190.33,Laterite,Vegetable,247,High,5.6,Ginger
69,49,79,27.91,80.81,6.37,170.91,Red,Vegetable,244,High,6.1,Ginger
79,54,70,25.44,77.81,5.73,127.9,Laterite,Vegetable,229,High,4.9,Ginger
70,57,69,26.53,81.09,6.64,148.49,Laterite,Vegetable,237,High,5.4,Ginger
84,56,72,28.71,80.71,5.93,183.57,Red,Vegetable,245,High,5.1,Ginger
82,48,68,27.96,79.64,6.16,173.24,Loamy,Vegetable,230,High,5.7,Ginger
85,45,72,24.18,84.09,6.4,152.91,Laterite,Vegetable,266,High,6.2,Ginger
80,53,75,23.81,80.78,6.15,152.0,Laterite,Vegetable,245,High,6.2,Ginger
71,49,65,22.07,83.12,5.99,160.95,Laterite,Vegetable,228,High,5.4,Ginger
83,50,70,26.46,75.05,6.25,134.9,Red,Vegetable,228,High,4.9,Ginger
73,48,69,24.01,84.02,6.33,156.52,Loamy,Vegetable,234,High,5.2,Ginger
72,42,64,27.89,81.21,6.65,154.02,Loamy,Vegetable,235,High,5.3,Ginger
72,46,71,26.06,77.96,6.5,197.93,Red,Vegetable,253,High,5.8,Ginger
81,59,74,24.71,81.57,6.25,140.11,Red,Vegetable,236,High,6.2,Ginger
60,43,68,26.78,74.57,5.95,183.08,Loamy,Vegetable,240,High,6.1,Ginger
70,45,75,26.81,75.26,5.68,191.29,Red,Vegetable,228,High,6.1,Ginger
71,49,71,21.38,74.15,6.03,145.51,Red,Vegetable,251,High,4.5,Ginger
79,43,67,23.66,87.61,5.46,157.56,Red,Vegetable,219,High,6.5,Ginger
78,50,78,26.32,80.88,6.05,171.27,Loamy,Vegetable,234,High,5.4,Ginger
81,51,69,22.92,85.99,5.74,179.74,Loamy,Vegetable,242,High,4.7,Ginger
62,46,71,16.64,64.82,5.77,46.0,Loamy,Vegetable,79,Medium,6.8,Carrot
57,41,69,15.29,65.54,6.69,58.11,Sandy,Vegetable,83,Medium,5.7,Carrot
58,44,60,15.89,67.74,5.96,53.75,Sandy,Vegetable,85,Medium,6.8,Carrot
58,53,63,16.51,64.49,6.58,48.98,Loamy,Vegetable,83,Medium,5.7,Carrot
50,39,68,16.51,60.87,6.3,43.04,Loamy,Vegetable,91,Medium,7.8,Carrot
64,48,64,20.23,59.28,6.04,45.19,Sandy,Vegetable,87,Medium,6.5,Carrot
54,36,67,13.97,58.27,6.67,59.44,Loamy,Vegetable,86,Medium,7.2,Carrot
51,41,63,13.97,63.01,6.31,42.53,Sandy,Vegetable,91,Medium,7.4,Carrot
59,42,64,18.25,62.61,6.78,48.37,Sandy,Vegetable,82,Medium,7.4,Carrot
47,49,58,18.28,59.41,6.44,57.26,Loamy,Vegetable,85,Medium,6.3,Carrot
49,41,55,19.25,62.44,5.96,61.65,Sandy,Vegetable,82,Medium,7.2,Carrot
50,34,58,16.1,65.59,6.4,51.12,Loamy,Vegetable,76,Medium,7.8,Carrot
56,44,70,19.49,66.62,6.23,41.97,Loamy,Vegetable,89,Medium,6.2,Carrot
66,45,59,14.54,56.89,6.34,49.95,Loamy,Vegetable,79,Medium,6.8,Carrot
46,47,64,16.24,56.85,6.21,46.68,Loamy,Vegetable,86,Medium,7.1,Carrot
59,42,55,18.98,58.26,5.97,49.66,Sandy,Vegetable,86,Medium,6.7,Carrot
51,43,72,16.99,58.13,6.01,47.99,Loamy,Vegetable,86,Medium,7.3,Carrot
55,40,62,18.47,57.42,6.16,54.78,Loamy,Vegetable,88,Medium,6.9,Carrot
52,38,67,19.64,72.26,6.42,49.59,Sandy,Vegetable,81,Medium,5.9,Carrot
56,56,71,19.23,62.98,6.41,30.61,Sandy,Vegetable,88,Medium,6.7,Carrot
50,43,63,15.56,62.06,6.13,50.8,Loamy,Vegetable,78,Medium,6.9,Carrot
48,41,65,13.79,58.71,6.47,38.69,Sandy,Vegetable,92,Medium,7.7,Carrot
52,41,66,14.11,53.99,6.16,48.93,Loamy,Vegetable,85,Medium,6.6,Carrot
62,37,59,17.97,57.35,5.94,50.99,Loamy,Vegetable,80,Medium,6.9,Carrot
50,40,54,17.28,57.01,6.25,45.9,Sandy,Vegetable,84,Medium,6.9,Carrot
56,41,71,13.31,61.09,6.55,53.81,Sandy,Vegetable,80,Medium,6.5,Carrot
48,47,61,17.51,63.06,7.01,52.51,Loamy,Vegetable,81,Medium,6.1,Carrot
53,44,53,15.57,63.19,6.14,57.75,Loamy,Vegetable,78,Medium,7.4,Carrot
60,49,57,17.63,59.32,5.88,46.69,Sandy,Vegetable,81,Medium,7.6,Carrot
58,39,61,16.24,61.71,6.6,55.53,Sandy,Vegetable,85,Medium,6.8,Carrot
44,51,62,20.11,62.78,6.91,54.85,Loamy,Vegetable,78,Medium,6.6,Carrot
53,40,63,14.27,62.02,6.37,41.97,Loamy,Vegetable,93,Medium,7.0,Carrot
50,36,65,16.48,65.13,6.26,40.45,Loamy,Vegetable,92,Medium,7.3,Carrot
53,45,67,14.14,62.63,6.16,54.06,Sandy,Vegetable,81,Medium,6.6,Carrot
64,51,48,19.31,61.71,6.09,41.94,Loamy,Vegetable,80,Medium,6.6,Carrot
48,38,59,17.65,62.2,6.47,49.47,Sandy,Vegetable,79,Medium,7.3,Carrot
48,48,59,15.63,60.55,6.5,51.41,Sandy,Vegetable,85,Medium,8.1,Carrot
43,39,59,13.46,59.12,6.51,45.27,Sandy,Vegetable,83,Medium,6.0,Carrot
50,42,68,13.65,60.18,6.63,46.44,Loamy,Vegetable,76,Medium,7.8,Carrot
59,49,56,20.02,58.91,6.15,44.38,Loamy,Vegetable,89,Medium,6.9,Carrot
57,45,64,15.11,69.25,5.86,53.3,Sandy,Vegetable,86,Medium,7.7,Carrot
63,44,67,20.53,61.74,5.98,46.92,Sandy,Vegetable,79,Medium,7.2,Carrot
61,44,56,19.04,54.89,5.84,48.57,Loamy,Vegetable,86,Medium,7.3,Carrot
54,53,65,19.07,65.15,5.91,48.64,Loamy,Vegetable,94,Medium,6.7,Carrot
50,45,62,15.41,60.07,6.73,48.91,Sandy,Vegetable,79,Medium,6.1,Carrot
68,43,67,15.46,63.28,6.74,44.78,Loamy,Vegetable,86,Medium,6.2,Carrot
67,46,62,16.4,59.96,6.16,30.42,Loamy,Vegetable,84,Medium,6.9,Carrot
57,42,61,16.98,55.55,6.34,35.11,Loamy,Vegetable,89,Medium,7.4,Carrot
49,48,65,14.98,53.91,6.39,43.65,Loamy,Vegetable,89,Medium,7.0,Carrot
50,53,67,9.69,60.05,5.88,43.6,Sandy,Vegetable,84,Medium,7.2,Carrot
56,50,68,18.15,62.81,6.69,47.47,Loamy,Vegetable,83,Medium,5.9,Carrot
61,44,79,16.19,62.35,6.46,41.18,Loamy,Vegetable,86,Medium,7.0,Carrot
53,50,60,17.55,67.82,6.09,47.62,Sandy,Vegetable,94,Medium,7.3,Carrot
51,49,62,13.87,67.49,5.97,69.61,Sandy,Vegetable,82,Medium,8.3,Carrot
